         900.09  0.5505019E-14
         902.35  0.5615670E-14
         904.61  0.5879946E-14
         906.87  0.6196886E-14
         909.14  0.6543500E-14
         911.42  0.9138505E-14
         913.70  0.2183380E-13
         915.99  0.5608101E-13
         918.28  0.1165474E-12
         920.58  0.1928923E-12
         922.88  0.2591502E-12
         925.19  0.3234327E-12
         927.51  0.3957703E-12
         929.83  0.4690395E-12
         932.16  0.6037586E-12
         934.49  0.7012705E-12
         936.83  0.6644635E-12
         939.17  0.7668556E-12
         941.52  0.1059487E-11
         943.88  0.1215261E-11
         946.24  0.1089688E-11
         948.61  0.8634465E-12
         950.99  0.9229930E-12
         953.37  0.1323332E-11
         955.75  0.1716560E-11
         958.15  0.1934469E-11
         960.54  0.2010333E-11
         962.95  0.2033540E-11
         965.36  0.2102536E-11
         967.78  0.2074128E-11
         970.20  0.1727886E-11
         972.63  0.1446293E-11
         975.06  0.1778112E-11
         977.50  0.2404805E-11
         979.95  0.2793071E-11
         982.40  0.2947725E-11
         984.86  0.2999262E-11
         987.33  0.2955462E-11
         989.80  0.2845361E-11
         992.27  0.2863720E-11
         994.76  0.3069628E-11
         997.25  0.3283971E-11
         999.74  0.3521948E-11
        1002.25  0.3829851E-11
        1004.76  0.4036609E-11
        1007.27  0.4114592E-11
        1009.79  0.4203051E-11
        1012.32  0.4402656E-11
        1014.85  0.4705323E-11
        1017.39  0.4913295E-11
        1019.94  0.4723992E-11
        1022.49  0.3891199E-11
        1025.05  0.3069087E-11
        1027.62  0.3539915E-11
        1030.19  0.4995306E-11
        1032.77  0.6054451E-11
        1035.36  0.6458002E-11
        1037.95  0.6747212E-11
        1040.55  0.7117834E-11
        1043.15  0.7421117E-11
        1045.76  0.7689780E-11
        1048.38  0.8012467E-11
        1051.00  0.8325437E-11
        1053.63  0.8667408E-11
        1056.27  0.9134344E-11
        1058.92  0.9568103E-11
        1061.57  0.9801341E-11
        1064.22  0.9896611E-11
        1066.89  0.1004256E-10
        1069.56  0.1045022E-10
        1072.23  0.1086984E-10
        1074.92  0.1101339E-10
        1077.61  0.1121098E-10
        1080.31  0.1167592E-10
        1083.01  0.1205330E-10
        1085.72  0.1207466E-10
        1088.44  0.1213009E-10
        1091.16  0.1259029E-10
        1093.89  0.1319499E-10
        1096.63  0.1425216E-10
        1099.38  0.1983542E-10
        1102.13  0.3158047E-10
        1104.89  0.4325626E-10
        1107.65  0.6436006E-10
        1110.43  0.1155259E-09
        1113.21  0.1886475E-09
        1115.99  0.2667119E-09
        1118.79  0.3179490E-09
        1121.59  0.3217443E-09
        1124.39  0.3114697E-09
        1127.21  0.3301989E-09
        1130.03  0.4878043E-09
        1132.86  0.8085415E-09
        1135.69  0.1012307E-08
        1138.54  0.9278994E-09
        1141.39  0.8316141E-09
        1144.24  0.9054400E-09
        1147.11  0.9843152E-09
        1149.98  0.1060610E-08
        1152.86  0.1223995E-08
        1155.74  0.1253744E-08
        1158.64  0.1060673E-08
        1161.54  0.1073052E-08
        1164.45  0.1371446E-08
        1167.36  0.1413662E-08
        1170.28  0.1143137E-08
        1173.21  0.9648617E-09
        1176.15  0.8658381E-09
        1179.09  0.6942034E-09
        1182.04  0.5217757E-09
        1185.00  0.3813593E-09
        1187.97  0.2420360E-09
        1190.94  0.1247687E-09
        1193.92  0.6804207E-10
        1196.91  0.6494629E-10
        1199.91  0.8044758E-10
        1202.91  0.9231842E-10
        1205.92  0.8946888E-10
        1208.94  0.7309077E-10
        1211.97  0.5141787E-10
        1215.00  0.3575560E-10
        1218.04  0.4101823E-10
        1221.09  0.6389180E-10
        1224.15  0.8930888E-10
        1227.21  0.1170500E-09
        1230.28  0.1484480E-09
        1233.36  0.1901256E-09
        1236.45  0.3256353E-09
        1239.55  0.6922586E-09
        1242.65  0.1303319E-08
        1245.76  0.2116627E-08
        1248.88  0.3145102E-08
        1252.00  0.4256349E-08
        1255.14  0.4734419E-08
        1258.28  0.3907561E-08
        1261.43  0.2671858E-08
        1264.59  0.3308186E-08
        1267.75  0.6450080E-08
        1270.92  0.8926244E-08
        1274.11  0.8851876E-08
        1277.30  0.8672569E-08
        1280.49  0.1016770E-07
        1283.70  0.1224491E-07
        1286.91  0.1356426E-07
        1290.13  0.1440236E-07
        1293.36  0.1413465E-07
        1296.60  0.1266711E-07
        1299.84  0.1112826E-07
        1303.10  0.8272568E-08
        1306.36  0.5612197E-08
        1309.63  0.7453044E-08
        1312.91  0.1277278E-07
        1316.19  0.1665267E-07
        1319.49  0.1820507E-07
        1322.79  0.1942585E-07
        1326.10  0.2042771E-07
        1329.42  0.2040074E-07
        1332.75  0.1932963E-07
        1336.09  0.1964140E-07
        1339.43  0.2194388E-07
        1342.78  0.2310576E-07
        1346.14  0.2182605E-07
        1349.51  0.1971951E-07
        1352.89  0.1851056E-07
        1356.28  0.1732267E-07
        1359.67  0.1583600E-07
        1363.08  0.1582961E-07
        1366.49  0.1629755E-07
        1369.91  0.1636207E-07
        1373.34  0.1670867E-07
        1376.78  0.1669804E-07
        1380.22  0.1660464E-07
        1383.68  0.1778165E-07
        1387.14  0.1962959E-07
        1390.61  0.1967843E-07
        1394.09  0.1833914E-07
        1397.58  0.1768282E-07
        1401.08  0.1753597E-07
        1404.59  0.1704163E-07
        1408.10  0.1627917E-07
        1411.63  0.1634883E-07
        1415.16  0.1734528E-07
        1418.71  0.1824500E-07
        1422.26  0.1886997E-07
        1425.82  0.1938122E-07
        1429.39  0.1888171E-07
        1432.96  0.1795817E-07
        1436.55  0.1822739E-07
        1440.15  0.1882732E-07
        1443.75  0.1971872E-07
        1447.37  0.2094081E-07
        1450.99  0.2100594E-07
        1454.62  0.2085228E-07
        1458.26  0.2147375E-07
        1461.91  0.2144576E-07
        1465.57  0.2033729E-07
        1469.24  0.1924522E-07
        1472.92  0.1837755E-07
        1476.60  0.1753834E-07
        1480.30  0.1737546E-07
        1484.01  0.1877899E-07
        1487.72  0.2075466E-07
        1491.44  0.2115887E-07
        1495.18  0.2071288E-07
        1498.92  0.2100434E-07
        1502.67  0.2116470E-07
        1506.43  0.1982263E-07
        1510.20  0.1857887E-07
        1513.98  0.2096179E-07
        1517.77  0.2678822E-07
        1521.57  0.2992790E-07
        1525.38  0.2642855E-07
        1529.20  0.2079726E-07
        1533.03  0.1789708E-07
        1536.87  0.1904079E-07
        1540.71  0.2229823E-07
        1544.57  0.2398763E-07
        1548.43  0.2274714E-07
        1552.31  0.1912671E-07
        1556.20  0.1506182E-07
        1560.09  0.1268012E-07
        1564.00  0.1404135E-07
        1567.91  0.1746077E-07
        1571.84  0.2007196E-07
        1575.77  0.2376337E-07
        1579.72  0.2743846E-07
        1583.67  0.2753581E-07
        1587.63  0.2616941E-07
        1591.61  0.2696005E-07
        1595.59  0.2856850E-07
        1599.59  0.2870986E-07
        1603.59  0.2823258E-07
        1607.60  0.2661983E-07
        1611.63  0.2514002E-07
        1615.66  0.2647372E-07
        1619.71  0.2739611E-07
        1623.76  0.2512978E-07
        1627.82  0.2197300E-07
        1631.90  0.2145069E-07
        1635.98  0.2407483E-07
        1640.08  0.2728992E-07
        1644.19  0.2912063E-07
        1648.30  0.2808910E-07
        1652.43  0.2419422E-07
        1656.56  0.2058008E-07
        1660.71  0.2055667E-07
        1664.87  0.2228071E-07
        1669.03  0.2207653E-07
        1673.21  0.2209897E-07
        1677.40  0.2472244E-07
        1681.60  0.2692350E-07
        1685.81  0.2631633E-07
        1690.03  0.2425768E-07
        1694.26  0.2181888E-07
        1698.50  0.2093100E-07
        1702.75  0.2342861E-07
        1707.01  0.2542592E-07
        1711.29  0.2485757E-07
        1715.57  0.2472693E-07
        1719.86  0.2547018E-07
        1724.17  0.2584020E-07
        1728.48  0.2551655E-07
        1732.81  0.2519824E-07
        1737.15  0.2540255E-07
        1741.50  0.2512386E-07
        1745.86  0.2549820E-07
        1750.23  0.2813471E-07
        1754.61  0.3061390E-07
